Epoch,Samples,Mean CER,Mean CER (Norm),Mean WER,Mean WER (Norm),Mean BLEU,Mean BLEU (Norm)
68,256,2.42578,0.08877,1.72266,0.36177,0.86063,0.86063
69,256,2.70703,0.09906,1.75000,0.36751,0.85161,0.85161
70,256,2.79297,0.10220,1.82422,0.38310,0.83836,0.83836
71,256,2.51562,0.09205,1.75000,0.36751,0.85419,0.85419
72,256,2.42969,0.08891,1.62109,0.34044,0.86747,0.86747
73,256,2.54297,0.09305,1.69531,0.35603,0.86320,0.86320
74,256,2.44922,0.08962,1.64453,0.34537,0.86576,0.86576
75,256,2.43359,0.08905,1.66797,0.35029,0.86308,0.86308
76,256,2.26562,0.08290,1.59375,0.33470,0.87218,0.87218
77,256,2.29688,0.08405,1.72266,0.36177,0.86804,0.86804
78,256,2.25781,0.08262,1.70703,0.35849,0.87111,0.87111
79,256,2.48828,0.09105,1.72266,0.36177,0.86369,0.86369
80,256,2.57812,0.09434,1.65234,0.34701,0.85685,0.85685
81,256,2.46094,0.09005,1.69531,0.35603,0.85780,0.85780
82,256,2.46094,0.09005,1.70312,0.35767,0.85511,0.85511
83,256,2.29688,0.08405,1.61328,0.33880,0.87186,0.87186
84,256,2.36719,0.08662,1.62109,0.34044,0.86682,0.86682
85,256,2.26953,0.08305,1.64062,0.34454,0.87248,0.87248
86,256,2.22656,0.08148,1.57031,0.32978,0.87449,0.87449
87,256,2.54297,0.09305,1.69531,0.35603,0.86008,0.86008
88,256,2.35156,0.08605,1.62109,0.34044,0.86931,0.86931
89,256,2.54297,0.09305,1.72266,0.36177,0.85678,0.85678
90,256,2.55469,0.09348,1.69922,0.35685,0.85427,0.85427
91,256,2.32422,0.08505,1.61328,0.33880,0.86681,0.86681
92,256,2.36719,0.08662,1.65234,0.34701,0.87053,0.87053
93,256,2.35156,0.08605,1.64062,0.34454,0.86848,0.86848
94,256,2.30078,0.08419,1.59375,0.33470,0.87093,0.87093
95,256,2.35156,0.08605,1.61328,0.33880,0.87195,0.87195
96,256,2.40625,0.08805,1.67578,0.35193,0.86634,0.86634
97,256,2.35156,0.08605,1.61328,0.33880,0.86618,0.86618
98,256,2.33594,0.08548,1.59766,0.33552,0.87202,0.87202
99,256,2.32422,0.08505,1.64062,0.34454,0.86766,0.86766
