Epoch,Samples,Mean CER,Mean CER (Norm),Mean WER,Mean WER (Norm),Mean BLEU,Mean BLEU (Norm)
0,256,19.41406,0.71041,4.55859,0.95734,0.11127,0.11127
1,256,18.79688,0.68782,4.57031,0.95980,0.14802,0.14802
2,256,18.57812,0.67982,4.51172,0.94750,0.13807,0.13807
3,256,17.35938,0.63522,4.50391,0.94586,0.18796,0.18796
4,256,17.49219,0.64008,4.38672,0.92125,0.17443,0.17443
5,256,16.91797,0.61907,4.38281,0.92043,0.19373,0.19373
6,256,17.97266,0.65766,4.35938,0.91550,0.15883,0.15883
7,256,17.01953,0.62278,4.29688,0.90238,0.20652,0.20652
8,256,17.53125,0.64151,4.35547,0.91468,0.17756,0.17756
9,256,16.67188,0.61006,4.35156,0.91386,0.21912,0.21912
10,256,16.94141,0.61993,4.20703,0.88351,0.21576,0.21576
11,256,16.51562,0.60435,4.05078,0.85070,0.24993,0.24993
12,256,16.57812,0.60663,4.16016,0.87367,0.24199,0.24199
13,256,16.08984,0.58877,4.10938,0.86300,0.26009,0.26009
14,256,16.29688,0.59634,4.07422,0.85562,0.25403,0.25403
15,256,15.76172,0.57676,3.99609,0.83921,0.28477,0.28477
16,256,15.98047,0.58476,4.02734,0.84578,0.26114,0.26114
17,256,15.88281,0.58119,4.08203,0.85726,0.27384,0.27384
18,256,16.34375,0.59806,4.05469,0.85152,0.23939,0.23939
19,256,15.60156,0.57090,3.99609,0.83921,0.29520,0.29520
20,256,16.32422,0.59734,4.01953,0.84413,0.24793,0.24793
21,256,15.62109,0.57161,4.02344,0.84495,0.29673,0.29673
22,256,16.36719,0.59891,3.97266,0.83429,0.24716,0.24716
23,256,15.07422,0.55160,3.88672,0.81624,0.31798,0.31798
24,256,15.69922,0.57447,3.91406,0.82199,0.28509,0.28509
25,256,15.23828,0.55760,3.86328,0.81132,0.29894,0.29894
26,256,15.43750,0.56489,3.97266,0.83429,0.27333,0.27333
27,256,15.03125,0.55003,3.75000,0.78753,0.33154,0.33154
28,256,15.92188,0.58262,3.91406,0.82199,0.28992,0.28992
29,256,15.31250,0.56032,3.80469,0.79902,0.33082,0.33082
30,256,15.24609,0.55789,3.90625,0.82034,0.30384,0.30384
31,256,14.87109,0.54417,3.80078,0.79820,0.32828,0.32828
32,256,15.51172,0.56761,3.97656,0.83511,0.29798,0.29798
33,256,14.95703,0.54731,3.83203,0.80476,0.31274,0.31274
34,256,15.75000,0.57633,3.87109,0.81296,0.28962,0.28962
35,256,14.44922,0.52873,3.75000,0.78753,0.34623,0.34623
36,256,15.21875,0.55689,3.80078,0.79820,0.32261,0.32261
37,256,14.17969,0.51887,3.72266,0.78179,0.36005,0.36005
38,256,14.80469,0.54174,3.76562,0.79081,0.33061,0.33061
39,256,14.25391,0.52158,3.75000,0.78753,0.33409,0.33409
40,256,14.88281,0.54460,3.76562,0.79081,0.32665,0.32665
41,256,14.09766,0.51587,3.61328,0.75882,0.36572,0.36572
42,256,14.51953,0.53130,3.63281,0.76292,0.34164,0.34164
43,256,14.17188,0.51858,3.58984,0.75390,0.35284,0.35284
44,256,14.73828,0.53931,3.69141,0.77523,0.31880,0.31880
45,256,13.98047,0.51158,3.64453,0.76538,0.34736,0.34736
46,256,14.03125,0.51344,3.59766,0.75554,0.34688,0.34688
47,256,13.88672,0.50815,3.50781,0.73667,0.36023,0.36023
48,256,14.54297,0.53216,3.73828,0.78507,0.32600,0.32600
49,256,13.94531,0.51029,3.61328,0.75882,0.36947,0.36947
50,256,14.14453,0.51758,3.60547,0.75718,0.34898,0.34898
51,256,13.68359,0.50071,3.51172,0.73749,0.37806,0.37806
52,256,14.25391,0.52158,3.80078,0.79820,0.34046,0.34046
53,256,13.91016,0.50901,3.64062,0.76456,0.35469,0.35469
54,256,14.15234,0.51787,3.68750,0.77441,0.34246,0.34246
55,256,13.45312,0.49228,3.59375,0.75472,0.37468,0.37468
56,256,14.00000,0.51229,3.63672,0.76374,0.35408,0.35408
57,256,13.71094,0.50172,3.48438,0.73175,0.36971,0.36971
58,256,14.20703,0.51987,3.60938,0.75800,0.34145,0.34145
59,256,13.30469,0.48685,3.60938,0.75800,0.36588,0.36588
60,256,14.11719,0.51658,3.63672,0.76374,0.35523,0.35523
61,256,13.29297,0.48642,3.45703,0.72600,0.38588,0.38588
62,256,13.63281,0.49886,3.44531,0.72354,0.37452,0.37452
63,256,12.53906,0.45883,3.32031,0.69729,0.41359,0.41359
64,256,13.47656,0.49314,3.58203,0.75226,0.36971,0.36971
65,256,12.48047,0.45669,3.54297,0.74405,0.41938,0.41938
66,256,13.08594,0.47885,3.55469,0.74651,0.39756,0.39756
67,256,12.86719,0.47084,3.55078,0.74569,0.39967,0.39967
