Epoch,Samples,Mean CER,Mean CER (Norm),Mean WER,Mean WER (Norm),Mean BLEU,Mean BLEU (Norm)
37,256,6.05078,0.22141,2.76953,0.58162,0.66239,0.66239
38,256,5.77734,0.21141,2.67188,0.56112,0.68880,0.68880
39,256,6.18359,0.22627,2.68750,0.56440,0.67477,0.67477
40,256,6.00391,0.21970,2.67188,0.56112,0.66198,0.66198
41,256,6.49219,0.23756,2.68359,0.56358,0.64667,0.64667
42,256,6.29297,0.23027,2.66016,0.55865,0.65335,0.65335
43,256,6.10938,0.22356,2.60938,0.54799,0.66489,0.66489
44,256,6.20703,0.22713,2.74219,0.57588,0.65820,0.65820
45,256,6.20312,0.22699,2.74219,0.57588,0.64193,0.64193
46,256,5.66016,0.20712,2.53906,0.53322,0.68551,0.68551
47,256,5.94141,0.21741,2.60938,0.54799,0.67884,0.67884
48,256,5.51562,0.20183,2.49219,0.52338,0.69882,0.69882
49,256,5.45312,0.19954,2.52344,0.52994,0.70657,0.70657
50,256,5.33984,0.19540,2.38672,0.50123,0.71147,0.71147
51,256,5.16797,0.18911,2.47656,0.52010,0.71566,0.71566
52,256,5.43750,0.19897,2.49219,0.52338,0.70173,0.70173
53,256,5.34375,0.19554,2.44922,0.51436,0.71055,0.71055
54,256,5.39844,0.19754,2.46484,0.51764,0.71417,0.71417
55,256,5.28125,0.19325,2.42188,0.50861,0.72191,0.72191
56,256,5.03125,0.18411,2.30859,0.48482,0.71948,0.71948
57,256,4.94141,0.18082,2.30859,0.48482,0.74106,0.74106
58,256,4.87500,0.17839,2.35156,0.49385,0.73749,0.73749
59,256,4.84375,0.17724,2.36719,0.49713,0.73084,0.73084
60,256,4.96484,0.18168,2.32422,0.48811,0.73462,0.73462
61,256,5.42969,0.19868,2.39453,0.50287,0.70413,0.70413
62,256,4.77734,0.17481,2.30469,0.48400,0.74234,0.74234
63,256,5.01172,0.18339,2.39453,0.50287,0.73015,0.73015
64,256,4.80859,0.17596,2.35547,0.49467,0.73752,0.73752
65,256,4.90234,0.17939,2.36719,0.49713,0.72059,0.72059
66,256,4.61719,0.16895,2.27734,0.47826,0.74712,0.74712
67,256,4.62891,0.16938,2.33984,0.49139,0.74391,0.74391
68,256,4.79688,0.17553,2.35547,0.49467,0.73778,0.73778
69,256,4.65234,0.17024,2.25781,0.47416,0.74741,0.74741
70,256,4.37891,0.16023,2.12500,0.44627,0.76286,0.76286
71,256,4.13281,0.15123,2.17188,0.45611,0.76738,0.76738
72,256,4.12891,0.15109,2.08984,0.43888,0.76904,0.76904
73,256,4.40625,0.16123,2.33594,0.49057,0.74882,0.74882
74,256,4.55859,0.16681,2.27344,0.47744,0.74758,0.74758
75,256,4.46484,0.16338,2.14844,0.45119,0.76151,0.76151
76,256,4.28516,0.15680,2.10156,0.44135,0.76620,0.76620
77,256,4.71094,0.17238,2.25781,0.47416,0.74681,0.74681
78,256,4.41406,0.16152,2.20312,0.46267,0.76654,0.76654
79,256,4.21094,0.15409,2.14844,0.45119,0.77198,0.77198
80,256,4.20312,0.15380,2.10938,0.44299,0.77560,0.77560
81,256,4.32422,0.15823,2.17578,0.45693,0.75959,0.75959
82,256,4.25000,0.15552,2.12500,0.44627,0.76732,0.76732
83,256,4.54688,0.16638,2.25781,0.47416,0.75025,0.75025
84,256,4.16797,0.15252,2.05078,0.43068,0.77090,0.77090
85,256,4.02734,0.14737,2.12109,0.44545,0.77998,0.77998
86,256,3.91016,0.14308,2.07422,0.43560,0.77680,0.77680
87,256,3.71094,0.13579,2.04297,0.42904,0.78960,0.78960
88,256,3.82031,0.13979,2.04297,0.42904,0.77991,0.77991
89,256,4.06250,0.14866,2.09766,0.44053,0.77506,0.77506
90,256,4.00000,0.14637,2.05078,0.43068,0.77553,0.77553
91,256,3.92578,0.14365,2.07031,0.43478,0.78661,0.78661
92,256,4.18750,0.15323,2.07031,0.43478,0.76991,0.76991
93,256,3.95312,0.14465,2.09766,0.44053,0.77703,0.77703
94,256,3.99609,0.14623,2.04688,0.42986,0.78365,0.78365
95,256,4.00391,0.14651,2.06641,0.43396,0.77809,0.77809
96,256,3.67969,0.13465,2.01953,0.42412,0.79877,0.79877
97,256,3.98828,0.14594,2.09766,0.44053,0.78253,0.78253
98,256,3.79688,0.13894,2.01172,0.42248,0.78295,0.78295
99,256,3.87500,0.14180,2.04297,0.42904,0.78414,0.78414
